"","a","b"
"1",-4.05466866608102,0.0085329716936389
"2",-4.10238396805179,0.00879345863138142
"3",-4.28049013253037,0.0091695716534563
"4",-4.49287477199959,0.009335287852781
"5",-4.48660798419756,0.00925915735774865
"6",-4.48697442965735,0.00925275743134579
"7",-4.48390767333731,0.00947027107783084
"8",-4.62850107744089,0.00960033893182472
"9",-4.77815774583686,0.00977447100248817
"10",-4.81735199821615,0.00998261222028018
"11",-4.93170413839813,0.0101524311999532
"12",-4.88449022285103,0.0101288214224151
"13",-4.86213159249706,0.0101890572963309
"14",-4.82554859661879,0.00998831035048513
"15",-4.87366101805907,0.0103638096698436
"16",-4.86574885925975,0.0100422849070493
"17",-4.70202864817898,0.0101156651558902
"18",-4.6632013101993,0.0095227968089327
"19",-4.60541484331957,0.00979238880893912
"20",-4.52276944325928,0.00980335461659655
"21",-4.5136497246421,0.00970523722982441
"22",-4.55554974485085,0.00931598142212067
"23",-4.58391042239878,0.00930590248634109
"24",-4.38129955543573,0.00898249603360324
"25",-4.39224614541439,0.00875009554434043
"26",-4.11843261930161,0.00858177361605322
"27",-4.26143488189373,0.00914507764327365
"28",-4.35715051840378,0.00908882101623437
"29",-4.31416931017749,0.00889086662995995
"30",-4.35036319688472,0.00890774608657725
"31",-4.28661017950894,0.00908814174374618
"32",-4.44531748717064,0.00914091860314179
"33",-4.42107873665614,0.00963519029124572
"34",-4.39912530594351,0.00960508159145824
"35",-4.78428438494569,0.00996636541669061
"36",-4.7663898385409,0.0101229640077645
"37",-4.69091286728295,0.010126108555112
"38",-4.61189326363773,0.00923809317336704
"39",-4.5433789484277,0.00962830853824437
"40",-4.46235299608066,0.00950970820349688
"41",-4.66886379873621,0.00956005182076957
"42",-4.56355977941898,0.00933487888904561
"43",-4.66336792593796,0.00965673538095706
"44",-4.64642402859753,0.00973649288835502
"45",-4.62039687988286,0.00948135057711193
"46",-4.59972214387205,0.0095288827825104
"47",-4.56519341892325,0.00948132990317832
"48",-4.36876689937514,0.00892522355514055
"49",-4.4036897215485,0.00909825172666133
"50",-4.33107746627706,0.00900027212895074
"51",-4.32787353454005,0.00920569355037507
"52",-4.52925640754947,0.00922372431996474
"53",-4.46775698238687,0.00953718035305254
"54",-4.5117550402037,0.00936745017369191
"55",-4.58151667521531,0.00937842881244668
"56",-4.69667683118008,0.0101260294507874
"57",-4.77608143646575,0.0100621595045102
"58",-5.02827506481579,0.0103846302406923
"59",-4.98449256588108,0.0103309300470639
"60",-4.91309522735823,0.0103933505346012
"61",-4.89454166909622,0.0103382727078813
"62",-4.9458279448057,0.0103639217047
"63",-5.0551639647679,0.010485979449121
"64",-5.10185241496008,0.0104224880401323
"65",-4.92042981139172,0.0100322384691178
"66",-5.01647803537998,0.010389541377887
"67",-5.08736439285737,0.0103908719505489
"68",-5.00016204251085,0.0104513674725177
"69",-5.04932372373524,0.0102611803718682
"70",-5.05495538141868,0.0103155783182527
"71",-5.11209829970389,0.0106271901632804
"72",-5.04348290950709,0.010718416554073
"73",-5.04624831765452,0.010445189109418
"74",-5.01936808185931,0.0102685472351829
"75",-4.89786624070156,0.0103999399245122
"76",-5.11302824392345,0.0104285950850096
"77",-5.01097977029559,0.010426969694178
"78",-5.05287152844173,0.0103264035256596
"79",-4.99678239868705,0.00991201679435016
"80",-4.95925325389465,0.0101540558482191
"81",-4.83530088488748,0.0102902412808264
"82",-4.84935240246256,0.00977308604568994
"83",-4.72947535432821,0.00974455917589086
"84",-4.57942271316711,0.00925956510688371
"85",-4.56920339587892,0.00916255049487945
"86",-4.42186476736805,0.00904389025943837
"87",-4.31209468895145,0.00917263258126419
"88",-4.50517856318726,0.00932616909161181
"89",-4.44408905406548,0.00918078990769891
"90",-4.40434091481916,0.00902634453929025
"91",-4.39845133022271,0.00939420627298292
"92",-4.4692301731775,0.00935309267644407
"93",-4.44184302060062,0.0091104059811143
"94",-4.44755486124979,0.00906708612961295
"95",-4.46969556305445,0.00886680134607223
"96",-4.30875204114716,0.00924778390555299
"97",-4.53336197319189,0.00948375330653155
"98",-4.59157135361653,0.0094151117980466
"99",-4.67044532203439,0.00932608258461472
"100",-4.53246481772666,0.00946047797584901
"101",-4.58128097203899,0.00981184361635214
"102",-4.83682905454407,0.0099417352399174
"103",-4.78676812658645,0.00976276840221654
"104",-4.60502785972611,0.00926520583590428
"105",-4.40544661850371,0.00909217702030694
"106",-4.3229097063392,0.00915440051534328
"107",-4.32474118549163,0.00934298594742954
"108",-4.46375019874813,0.00915157636408643
"109",-4.38135009893472,0.00909842175477226
"110",-4.25287616299107,0.00869798736797703
"111",-4.22014440371645,0.0090254849222713
"112",-4.21350094165965,0.00883159283269611
"113",-4.20125546977908,0.00862466832624086
"114",-3.98296764597147,0.00814114964007904
"115",-3.95841360555449,0.00830719200112216
"116",-3.98080404983382,0.00849608960186491
"117",-3.92320038034684,0.00823447269536011
"118",-4.00568658013108,0.00852442644066388
"119",-4.00828714971557,0.00844350036476213
"120",-4.14124372219372,0.00854123693630239
"121",-4.10044635414857,0.00889382688071111
"122",-4.41666259671451,0.00889826417768685
"123",-4.30838309965514,0.00886992871059394
"124",-4.40640417927075,0.00916746944105375
"125",-4.42142501195966,0.00950105833279975
"126",-4.68710876723727,0.00937527834480274
"127",-4.48216175474619,0.0093029483533131
"128",-4.58764397420996,0.0096620962654853
"129",-4.75607189594978,0.00948116292157318
"130",-4.4282391106565,0.00927051634743353
"131",-4.52689917078033,0.00933147328871598
"132",-4.54597476030712,0.00943089011834813
"133",-4.65113000794875,0.00952195828048753
"134",-4.56829802076564,0.00941522860826669
"135",-4.65016948998895,0.00989359363825353
"136",-4.73271362456809,0.00999382836739672
"137",-4.8406730494027,0.0100833797952605
"138",-4.92594183644771,0.0101667647155282
"139",-4.90675293968159,0.0101688702296986
"140",-4.89326722673389,0.0108005287347593
"141",-5.00619245148629,0.0101754812092263
"142",-4.88529405708848,0.0102793575463339
"143",-4.86809994607934,0.00996017021009935
"144",-4.84381106021827,0.00996685188661081
"145",-4.80633323098834,0.0100093015717095
"146",-4.69501463682982,0.00986565662526464
"147",-4.79087786548411,0.00967910336530761
"148",-4.7247399623502,0.00985986239168431
"149",-4.7038856550226,0.00969657036131784
"150",-4.72234961262521,0.0094978770104564
"151",-4.50932538434023,0.00926759369558656
"152",-4.39546414666748,0.00918712345495223
"153",-4.73918430574946,0.0093946760894704
"154",-4.71459657654867,0.0098042273792248
"155",-4.7198063124379,0.00979624922026396
"156",-4.57556192537099,0.00980505859002018
"157",-4.55027630795389,0.00958402110259177
"158",-4.65543161838369,0.00963514050382301
"159",-4.55120681429855,0.0096295351560422
"160",-4.65903120126037,0.00967391637445524
"161",-4.76210517493922,0.00972123344604825
"162",-4.70840666646705,0.00989595644143382
"163",-4.5856500117141,0.00976837380987391
"164",-4.90812222094713,0.00976180148727106
"165",-4.54978584891262,0.00962431369000461
"166",-4.63666352148134,0.00978318477947122
"167",-4.5676555564615,0.00945901576632874
"168",-4.53141826125937,0.00952605381888095
"169",-4.44754938644171,0.00950213033851251
"170",-4.61829876728376,0.00977976629323859
"171",-4.71162953196749,0.0100151089242499
"172",-4.83735362258624,0.0100545322883896
"173",-4.82197641485221,0.010151796373865
"174",-4.81090129142332,0.0100446355701921
"175",-4.86309552676273,0.00999732484402903
"176",-4.74003139244838,0.00977692177786203
"177",-4.48748315209378,0.00926175486246178
"178",-4.50925635592003,0.00928123478235048
"179",-4.4743243099606,0.00910235732311601
"180",-4.38832242117338,0.00910909612859259
"181",-4.33571015732523,0.009309856714177
"182",-4.35177577918238,0.00919984562919289
"183",-4.45548264000001,0.00921190612120482
"184",-4.20502657714662,0.00856465874206384
"185",-4.21188731892277,0.00861958492882995
"186",-4.24363797355281,0.00922473232301559
"187",-4.63629238869432,0.00993383970504574
"188",-4.41997465959892,0.00978476712079999
"189",-4.55907531282631,0.00959733845130375
"190",-4.55921713531767,0.00969367792459373
"191",-4.8124301955942,0.00980648217185377
"192",-4.65430775804964,0.00983150502024109
"193",-4.71089487252349,0.0102666127491345
"194",-4.76694526047522,0.00999984567253574
"195",-4.79772853537891,0.00999680772817332
"196",-4.73920203955503,0.0100910535970468
"197",-4.66176911409659,0.0093104897859389
"198",-4.63486327592796,0.00920946571076113
"199",-4.63051026989265,0.00927692535373271
"200",-4.43468926858109,0.00905910644547854
"201",-4.31847191195382,0.00893223828742412
"202",-4.28782806783262,0.00921309116441287
"203",-4.32788002397353,0.00902275929625105
"204",-4.32467784186897,0.00911915578032607
"205",-4.32437478291298,0.00899826303575176
"206",-4.32925940421764,0.00912385702424924
"207",-4.40492120494087,0.00900903638915809
"208",-4.39916547443011,0.00920284400958852
"209",-4.39873822652235,0.00926757006451859
"210",-4.41246673524449,0.00928202727922087
"211",-4.25541418810282,0.00933644654895857
"212",-4.31276529469775,0.00937920536301962
"213",-4.41085513183578,0.00921743830633462
"214",-4.29444900712171,0.00917706955300686
"215",-4.39043033874237,0.00917349771544035
"216",-4.32092903687402,0.00916322127906042
"217",-4.25718698560542,0.00884919350105759
"218",-4.22305980619327,0.00876647509222411
"219",-4.21717961337502,0.00894685890866745
"220",-4.40079643161283,0.00952672791050871
"221",-4.53258305317884,0.00954670119985736
"222",-4.64555871210207,0.0094700106996109
"223",-4.73272719505328,0.0100290519999896
"224",-4.91621521494668,0.0102463328984598
"225",-5.06214694548903,0.010244278454767
"226",-5.09683477124041,0.0103208679496694
"227",-5.02878843883541,0.0102912210294644
"228",-4.96117550280954,0.0102810730275859
"229",-4.81087690952638,0.0100872619815239
"230",-4.85357267656687,0.0100727952461968
"231",-4.73710221101281,0.0103411009187142
"232",-4.94248799420743,0.0101864102019989
"233",-4.98542271767047,0.0103743928168071
"234",-4.92578810383435,0.0103978629837006
"235",-5.05640846086031,0.0106235942808226
"236",-5.0417852381817,0.0105681380279897
"237",-4.98262379736356,0.0106666927643597
"238",-5.00691376530305,0.00995688148008934
"239",-4.94616304000718,0.00981362530284583
"240",-4.76251774864809,0.00976315575304266
"241",-4.7243097246974,0.00980968857052603
"242",-4.80142601746571,0.00978345346323862
"243",-4.71507840092864,0.00981896148249278
"244",-4.67462413204356,0.00953882715369577
"245",-4.49554549466172,0.00947840052759009
"246",-4.62173550080443,0.00952772061637477
"247",-4.54125743344997,0.00953290353032528
"248",-4.53423335648996,0.0093964716431611
"249",-4.55099969206619,0.00962219252388316
"250",-4.58758446105527,0.00971901311399129
"251",-4.60327066038654,0.00981906754537204
"252",-4.71452948146458,0.00975309013300668
"253",-4.7369191113368,0.00974982787227018
"254",-4.74274082723445,0.00987981167154989
"255",-4.75621740492856,0.00979746168352079
"256",-4.69897672599988,0.00967207531148373
"257",-4.58080620415029,0.00944906292353017
"258",-4.72633898157402,0.00961679863931683
"259",-4.61012045409326,0.00954929318262518
"260",-4.71295764023844,0.00936131562290141
"261",-4.58019815890651,0.00950870893973801
"262",-4.66652433058012,0.00948644921467544
"263",-4.58740916441297,0.00945405200520193
"264",-4.45356151726823,0.0094031040521212
"265",-4.47610981551171,0.00953375273388982
"266",-4.75074766627671,0.00985482780112385
"267",-4.79705173500788,0.00999293462399185
"268",-4.87907966146216,0.0100327927570673
"269",-4.74655440085662,0.00984500783426145
"270",-4.75493930954558,0.0100976797312582
"271",-4.8439107913556,0.00989164940947559
"272",-4.62578171424479,0.00955103507940601
"273",-4.41353084811808,0.0094576096714837
"274",-4.49300059646529,0.00929014648636949
"275",-4.43170469048331,0.00925043322295144
"276",-4.49010998609216,0.0095777755825078
"277",-4.62936851307019,0.00972811577686581
"278",-4.78819208518282,0.00976037076064565
"279",-4.70321913301677,0.00975197735262386
"280",-4.69194236983425,0.00994774357134961
"281",-4.74562450233153,0.00996537957031067
"282",-4.6755545263396,0.00950952089474941
"283",-4.6392733835514,0.00973679953649791
"284",-4.71725941291133,0.00966953530738675
"285",-4.77724739270739,0.00947473599938616
"286",-4.76191105265653,0.0100691211452575
"287",-4.83864367810245,0.00981119668872298
"288",-4.65248553704811,0.00970154736649491
"289",-4.70696045371218,0.00979475025930743
"290",-4.77812434199985,0.0100155423401335
"291",-4.87328546726019,0.0101485203719122
"292",-4.92164245019867,0.00999979008122808
"293",-4.94216916192296,0.0102831660995455
"294",-4.99884344019923,0.0102515753362892
"295",-4.88237385545767,0.010214326373846
"296",-5.04540298703033,0.0103886147336308
"297",-5.02289854153672,0.0101510257949444
"298",-4.8158333963988,0.0103944697751848
"299",-4.81967648716987,0.0100128991590081
"300",-4.77878264049636,0.0100041896070357
"301",-4.79788220703986,0.00992277484845296
"302",-4.79754115667151,0.00971285191114919
"303",-4.79097059735855,0.0101231397649696
"304",-4.95287100806966,0.0102132529815229
"305",-4.92929283370334,0.0101343995607335
"306",-4.89858657604279,0.01021521661615
"307",-4.89947612990297,0.0102423076276985
"308",-4.89426994960532,0.00980859695000883
"309",-4.91189576364223,0.00983831125202065
"310",-4.59828975406078,0.00976614162316589
"311",-4.66308260004331,0.00974434963913143
"312",-4.71495129933841,0.00969476283496833
"313",-4.57983401650981,0.0095329684661035
"314",-4.59043906403976,0.0097100645250026
"315",-4.80231050140309,0.00995390331746015
"316",-4.75852991623902,0.00957291939773587
"317",-4.61839769343065,0.00944128295647436
"318",-4.64682234352443,0.00984298335799609
"319",-4.66122778608474,0.009369224133423
"320",-4.69488786455693,0.00955868980264805
"321",-4.54778470946223,0.00944850695732861
"322",-4.48274251326214,0.00915711245986284
"323",-4.3512425262486,0.00899883479363064
"324",-4.37052648478659,0.00910332112025602
"325",-4.34352650520029,0.00908125462977689
"326",-4.416132043827,0.00904156672533547
"327",-4.41461097988168,0.00916002464376754
"328",-4.45893545914254,0.00941217908584753
"329",-4.55299218194577,0.00949153910668563
"330",-4.56071978208929,0.00945251442845304
"331",-4.62479872797604,0.00954893166363938
"332",-4.53798722497749,0.00945680775603787
"333",-4.58734469128276,0.00959918819008761
"334",-4.53605718456403,0.00957549374666014
"335",-4.60455657988876,0.00953982792639167
"336",-4.62552757954134,0.00961199126193243
"337",-4.50775437482975,0.00937391135089048
"338",-4.44589521590547,0.00906774737332988
"339",-4.3884075053207,0.00904689369587581
"340",-4.30864696928502,0.00899198131163914
"341",-4.30720673250442,0.00893138813248754
"342",-4.36804871511579,0.00906403277844152
"343",-4.27146715762653,0.00889521716937342
"344",-4.31660107239114,0.00896653112687984
"345",-4.40584344138588,0.00907346810366929
"346",-4.54328016388823,0.00959739158849145
"347",-4.64436477016196,0.00947845310671304
"348",-4.66544760372925,0.00986185680057414
"349",-4.67641085878272,0.00970576759414745
"350",-4.65826467602447,0.00982061968741868
"351",-4.8026859810251,0.0100690384227164
"352",-4.82024092188808,0.0101011799202999
"353",-4.88977171979099,0.0103556064552601
"354",-4.96179999116288,0.0103523679150218
"355",-4.95468997059357,0.0106697247726346
"356",-5.27127175896138,0.0106713950833931
"357",-5.17483897956626,0.0109447324066401
"358",-5.32892256551429,0.0112840297248043
"359",-5.24712940197726,0.0108466575441677
"360",-5.36391917121986,0.0107715312226543
"361",-5.08178656183947,0.0105315265347677
"362",-4.81421313075722,0.0102996886859991
"363",-4.84523040331169,0.010009833264209
"364",-4.80511402793284,0.00991956515562398
"365",-4.77224534443315,0.0099676795285622
"366",-4.82410636302738,0.00988475661626432
"367",-4.63701590608372,0.0101013979900339
"368",-5.02377074930135,0.0105198095674458
"369",-5.01126790848678,0.010445080744572
"370",-5.06938151339681,0.0104395399581943
"371",-5.07425478358089,0.0105518323309348
"372",-5.16833049612498,0.0104383073667126
"373",-5.1476981657405,0.0103494279020702
"374",-5.06568812762459,0.0100340693411622
"375",-4.98107617252057,0.0101118271607136
"376",-5.05897784685597,0.0102355088718964
"377",-4.91260445330764,0.0102547395400144
"378",-4.91367178877931,0.0101257014107583
"379",-5.06471868255542,0.0106264380021912
"380",-5.06611302358278,0.0102783653111879
"381",-5.0139451167676,0.0101821802122317
"382",-4.88014291354434,0.0100369409530989
"383",-4.86376262074089,0.0100861587134469
"384",-4.88432417760844,0.0100407107898421
"385",-4.79867137134634,0.00977837727861588
"386",-4.86164799913434,0.0103032978332825
"387",-4.87896477995432,0.0102143045504889
"388",-4.97162714920679,0.0102316550073327
"389",-4.94497981673008,0.0101952024139721
"390",-4.93396102691057,0.01003308495786
"391",-4.90768037412225,0.00993603529594897
"392",-4.8306362099787,0.0100770601191748
"393",-4.84540121318682,0.0100800246391248
"394",-4.8003964743463,0.0101426554320119
"395",-4.88986721749018,0.00991015520897277
"396",-4.8325746174956,0.0101279874982776
"397",-4.78316810108449,0.0100384422044968
"398",-4.82800296074764,0.0100555586354925
"399",-4.74415075341778,0.00957565150342807
"400",-4.7424417406951,0.00981458359798235
"401",-4.73884236425196,0.00996703359247772
"402",-4.90848637180825,0.0102520432227103
"403",-4.92222092831871,0.0101212565834879
"404",-4.84301440592376,0.0101669962493087
"405",-4.87611303153129,0.0101034922224081
"406",-5.02094423252779,0.0102540748355188
"407",-4.79378898476748,0.0102094998155146
"408",-4.79612144163527,0.00975278970423261
"409",-4.73988004325655,0.00961763100672318
"410",-4.59467620817221,0.0095185055140459
"411",-4.62312308158306,0.00945676062373452
"412",-4.32269331324012,0.00928250886972862
"413",-4.35334292526798,0.00897046275210553
"414",-4.39866512724325,0.00915611882658115
"415",-4.41354970588277,0.00928439626296512
"416",-4.53529258485706,0.00927424237183837
"417",-4.30963380570694,0.00907264134434658
"418",-4.31972126490782,0.00911816053862984
"419",-4.50739407476513,0.00922590693975073
"420",-4.52973778682366,0.00943251493196079
"421",-4.51531219288757,0.00959012231897056
"422",-4.47885063309377,0.00959747890686288
"423",-4.48933576573081,0.00912794156710024
"424",-4.3990471518773,0.00916846813721094
"425",-4.40155055389285,0.00912117911106747
"426",-4.37152947819378,0.00905470092066667
"427",-4.58259776371582,0.00972983705586997
"428",-4.53417107404109,0.00945305812696207
"429",-4.51543030595077,0.00937287109271968
"430",-4.4088669814038,0.00910806597516212
"431",-4.27677812733535,0.00911444995230095
